,char,strokeorder
1788,熙,26 27 27 31 26 27 31 31 26 47 28 30 30 30
1789,彤,29 10 30 26 28 28 28
1790,返,28 29 12 25 30 31 44
1791,遇,27 31 26 26 27 10 27 0 30 30 31 44
1792,娄,30 28 26 27 28 25 40 28 26
1793,轻,26 42 0 27 12 30 26 27 26
1794,甜,28 26 27 27 31 26 26 27 27 26 26
1795,估,28 27 26 27 27 31 26
1796,拳,30 28 26 26 28 25 28 26 26 39
1797,茸,26 27 27 26 27 27 26 26 26
1798,刺,26 27 10 27 28 30 27 39
1799,谭,30 16 26 27 31 27 27 26 27 31 26 26 26 27
1800,寒,30 30 33 26 26 29 27 26 28 44 30 30
1801,蔡,26 27 27 28 12 30 30 12 25 26 26 39 28 30
1802,焕,30 28 29 30 28 33 27 31 26 29 25
1803,况,30 0 27 31 26 29 47
1804,鸽,29 25 26 27 31 26 28 10 30 15 26
1805,柏,26 27 28 30 28 27 31 26 26
1806,近,28 29 26 27 30 31 44
1807,婵,40 28 26 30 28 27 31 26 26 26 27
1808,撼,26 39 0 26 29 3 28 30 26 27 31 26 30 5 30 30
1809,诱,30 16 28 26 27 28 25 49 29
1810,雍,30 26 42 42 28 28 27 30 26 26 26 27 26
1811,榨,26 27 28 30 30 30 33 28 44 28 26 27 26 26
1812,灸,28 12 25 30 28 29 25
1813,穿,30 30 33 28 44 26 34 39 28
1814,枣,26 27 31 27 28 25 30 30
1815,咱,27 31 26 28 27 31 26 26 26
1816,巧,26 27 26 26 15
1817,兒,28 27 26 31 26 26 29 47
1818,决,30 0 31 26 29 25
1819,焦,28 27 30 26 26 26 27 26 30 30 30 30
1820,粗,30 28 26 27 28 25 27 31 26 26 26
1821,氧,28 26 26 14 30 28 26 26 26 27
1822,依,28 27 30 26 28 37 28 25
1823,剂,30 26 28 25 29 27 27 39
1824,廳,30 26 29 26 27 27 26 26 26 26 26 27 26 26 27 27 31 27 27 26 26 30 5 30 30
1825,匡,26 26 26 27 26 34
1826,肌,29 10 26 26 29 14
1827,翠,10 30 0 10 30 0 30 26 29 25 29 25 26 27
1828,浅,30 30 0 26 26 3 28 30
1829,竭,30 26 30 28 26 27 31 26 26 28 10 28 25 34
1830,萨,26 27 27 20 27 30 26 30 28 26 29
1831,含,28 25 30 12 27 31 26
1832,紅,42 42 30 30 30 30 26 27 26
1833,汪,30 30 0 26 26 27 26
1834,巫,26 27 28 30 28 30 26
1835,咸,26 29 3 28 30 26 27 31 26
1836,己,31 26 47
1837,冶,30 0 42 30 27 31 26
1838,泌,30 30 0 30 5 30 28 30
1839,暉,27 31 26 26 30 33 26 27 31 26 26 26 27
1840,猛,28 1 28 33 39 26 27 31 27 27 26
1841,椎,26 27 28 30 28 27 30 26 26 26 27 26
1842,煜,30 28 29 30 27 31 26 26 30 26 30 28 26
1843,魂,26 26 42 30 28 27 31 26 26 29 47 42 30
1844,臻,26 42 30 26 27 0 26 26 26 28 25 28 26 27 28 30
1845,杀,28 25 26 39 28 30
1846,罄,26 27 26 31 27 26 29 29 21 12 25 28 26 26 27 34 27
1847,淳,30 30 0 30 26 27 31 26 33 39 26
1848,髮,26 27 26 26 26 42 30 28 28 28 26 28 12 25 30
1849,翰,26 27 27 31 26 26 26 27 28 25 10 30 0 10 30 0
1850,挚,26 39 0 29 14 30 28 26 26 39
1851,伤,28 27 28 26 10 28
1852,很,28 28 27 31 26 26 37 28 25
1853,援,26 39 0 28 30 30 28 26 26 28 12 25
1854,纽,42 42 0 31 26 27 26
1855,跑,27 31 26 27 26 27 0 28 10 31 26 47
1856,羅,27 31 27 27 26 42 42 30 30 30 30 28 27 30 26 26 26 27 26
1857,瀘,30 30 0 27 26 33 29 26 47 27 31 26 27 26 27 31 27 27 26
1858,睡,27 31 26 26 26 28 26 26 27 27 26 27 26
1859,邀,28 27 31 26 26 30 26 10 29 28 26 28 25 30 31 44
1860,灶,30 28 29 30 26 27 26
1861,此,27 26 27 26 28 47
1862,菌,26 27 27 27 31 28 26 27 28 25 26
1863,俶,28 27 27 26 26 39 28 30 12 25
1864,显,27 31 26 26 27 27 30 28 26
1865,晶,27 31 26 26 27 31 26 26 27 31 26 26
1866,刃,10 29 30
1867,废,30 26 29 34 28 12 25 30
1868,哲,26 39 0 28 29 26 27 27 31 26
1869,怕,30 30 27 28 27 31 26 26
1870,邑,27 31 26 31 27 26 47
1871,挥,26 39 0 30 33 26 34 26 27
1872,旧,27 27 31 26 26
1873,芯,26 27 27 30 5 30 30
1874,散,26 27 27 26 27 10 26 26 28 26 28 25
1875,愿,26 29 28 27 31 26 26 39 28 30 30 5 30 30
1876,萼,26 27 27 27 31 26 27 31 26 26 26 15
1877,梧,26 27 28 30 26 27 31 26 27 31 26
1878,浆,27 30 0 28 12 30 39 12 28 25
1879,赏,27 30 28 30 33 27 31 26 27 31 29 30
1880,册,28 10 28 10 26
1881,叁,42 30 26 29 25 26 26 26
1882,貴,27 31 26 27 26 27 31 26 26 26 28 30
1883,萬,27 26 27 26 27 31 26 26 27 10 27 0 30
1884,征,28 28 27 26 27 26 27 26
1885,麺,26 26 27 26 28 12 25 26 28 27 31 27 27 26 26 26
1886,漂,30 30 0 26 27 31 27 27 26 26 26 39 28 30
1887,祸,30 12 27 30 27 31 26 27 10 29 30
1888,煤,30 28 29 30 26 27 27 26 26 26 27 28 25
1889,幽,42 42 30 42 42 30 27 34 27
1890,燃,30 28 29 30 28 12 30 30 26 29 25 30 30 30 30 30
1891,炫,30 28 29 30 30 26 42 42 30
1892,鮮,28 33 27 31 26 27 26 30 30 30 30 30 28 26 26 26 27
1893,莎,26 27 27 30 30 0 39 28 30 28
1894,胖,29 10 26 26 30 28 26 26 27
1895,桃,26 27 28 30 29 30 0 47 28 30
1896,剑,28 25 26 30 30 28 26 27 39
1897,津,30 30 0 31 26 26 26 26 27
1898,筛,28 26 30 28 26 30 27 29 26 27 10 27
1899,寻,31 26 26 26 39 30
1900,楽,28 0 28 27 31 26 26 28 30 26 27 28 25
1901,蓬,26 27 27 28 12 25 26 26 26 27 30 31 44
1902,悠,28 27 27 28 26 28 25 30 5 30 30
1903,廖,30 26 29 10 30 0 10 30 0 28 25 28 28 28
1904,瞳,27 31 26 26 26 30 26 30 28 26 27 31 26 26 26 27 26
1905,丧,26 27 30 28 26 37 28 25
1906,群,31 26 26 28 27 31 26 30 28 26 26 26 27
1907,脉,29 10 26 26 30 10 12 28 25
1908,亏,26 26 15
1909,吗,27 31 26 31 15 26
1910,哥,26 27 27 31 26 26 39 27 31 26
1911,虫,27 31 26 27 0 30
1912,竞,30 26 30 28 26 27 31 26 29 47
1913,琉,26 26 27 0 30 26 42 30 28 27 47
1914,樞,26 27 28 30 26 27 31 26 27 31 26 27 31 26 34
1915,岩,27 34 27 26 28 27 31 26
1916,蜡,27 31 26 27 0 30 26 27 27 26 27 31 26 26
1917,瘤,30 26 28 30 0 28 37 30 10 28 27 31 26 27 26
1918,难,12 25 28 27 30 26 26 26 27 26
1919,廉,30 26 29 30 28 26 31 26 26 27 27 28 25
1920,赔,27 31 29 30 30 26 30 28 26 27 31 26
1921,蚁,27 31 26 27 0 30 30 28 25
1922,罚,27 31 27 27 26 30 16 27 39
1923,矿,26 28 27 31 26 30 26 29
1924,煮,26 27 26 28 27 31 26 26 30 30 30 30
1925,腩,29 10 26 26 26 27 27 10 30 28 26 26 27
1926,敦,30 26 27 31 26 33 39 26 28 26 28 25
1927,嵊,27 34 27 28 26 27 27 26 0 28 47 28 25
1928,爬,28 29 27 25 31 27 26 47
1929,泪,30 30 0 27 31 26 26 26
1930,丫,30 28 27
1931,乘,28 26 27 27 26 0 28 47 28 25
1932,见,27 31 29 47
1933,溝,30 30 0 26 26 27 27 26 27 10 26 27 26
1934,脆,29 10 26 26 28 33 26 29 10 47
1935,孝,26 27 26 28 33 39 26
1936,觉,30 30 28 30 33 27 31 29 47
1937,笼,28 26 30 28 26 30 26 29 28 47 30
1938,僑,28 27 28 26 29 25 27 31 26 27 10 27 31 26
1939,椰,26 27 28 30 26 27 27 26 26 26 20 27
1940,艇,28 29 10 30 30 26 28 26 27 26 18 25
1941,均,26 27 26 28 10 30 0
1942,寸,26 39 30
1943,棉,26 27 28 30 28 27 31 26 26 27 10 27
1944,扔,26 39 0 49 29
1945,议,30 16 30 28 25
1946,蹈,27 31 26 27 26 27 0 28 30 30 28 28 27 26 31 26 26
1947,焙,30 28 29 30 30 26 30 28 26 27 31 26
1948,鄭,30 28 26 27 31 29 6 26 26 26 29 25 20 27
1949,泛,30 30 0 28 30 12 25
1950,戏,12 25 26 3 28 30
1951,舌,28 26 27 27 31 26
1952,匯,26 30 30 0 28 27 30 26 26 26 27 26 34
1953,玫,26 26 27 26 28 26 28 25
1954,擀,26 39 0 26 27 27 31 26 26 26 27 28 25 26 26 27
1955,葉,27 26 27 26 26 27 27 26 34 26 27 28 25
1956,蒸,26 27 27 33 39 12 28 25 26 30 30 30 30
1957,俯,28 27 30 26 29 28 27 26 39 30
1958,跟,27 31 26 27 26 27 0 31 26 26 37 28 25
1959,株,26 27 28 30 28 26 26 27 28 25
1960,魚,28 33 27 31 26 27 26 30 30 30 30
1961,诉,30 16 28 29 26 27 30
1962,鸟,28 10 30 15 26
1963,获,26 27 27 28 1 28 26 29 25 30
1964,绚,42 42 0 28 10 27 31 26 26
1965,陕,49 27 26 30 28 26 28 25
1966,晖,27 31 26 26 30 33 26 34 26 27
1967,瑰,26 26 27 26 28 27 31 26 26 29 47 42 30
1968,延,28 27 26 34 18 25
1969,痛,30 26 29 30 0 33 30 27 10 26 26 27
1970,漾,30 30 0 30 28 26 26 27 26 30 10 12 28 25
1971,审,30 30 33 27 31 26 26 27
1972,眉,31 27 26 28 27 31 26 26 26
1973,仅,28 27 12 25
1974,瑙,26 26 27 26 40 40 40 28 27 31 28 25 26
1975,兵,28 27 26 27 26 28 30
1976,他,28 27 10 27 47
1977,姆,40 28 26 34 10 30 30 26
1978,茨,26 27 27 30 0 28 33 29 25
1979,盲,30 26 6 27 31 26 26 26
1980,馒,28 33 37 27 31 26 26 27 31 27 27 26 12 25
1981,斤,28 29 26 27
1982,湛,30 30 0 26 27 27 26 26 26 28 30 34
1983,盒,29 25 26 27 31 26 27 31 27 27 26
1984,途,28 25 26 26 39 28 30 30 31 44
1985,堆,26 27 26 28 27 30 26 26 26 27 26
1986,艳,26 26 26 27 28 33 31 27 26 47
1987,纬,42 42 0 26 26 10 27
1988,變,42 42 30 30 30 30 30 26 26 26 27 31 26 42 42 30 30 30 30 28 26 28 25
1989,兆,29 30 0 47 28 30
1990,牢,30 30 33 28 26 26 27
1991,狼,28 1 28 30 31 26 26 37 28 25
1992,露,26 30 33 27 26 26 26 26 27 31 26 27 26 27 0 28 12 25 27 31 26
1993,芭,26 27 27 31 27 26 47
1994,苯,26 27 27 26 27 28 25 26
1995,來,26 27 28 30 28 30 28 25
1996,谈,30 16 30 28 29 25 30 28 29 25
1997,励,26 29 26 29 10 10 29
1998,沐,30 30 0 26 27 28 25
1999,狮,28 1 28 27 29 26 27 10 27
2000,杯,26 27 28 30 26 28 27 30
2001,侗,28 27 27 10 26 27 31 26
2002,蒲,26 27 27 30 30 0 26 27 10 26 26 27 30
2003,馋,28 33 37 28 31 27 31 26 28 47 30 30
2004,妊,40 28 26 28 26 27 26
2005,徐,28 28 27 28 25 26 26 39 28 30
2006,憶,30 30 27 30 26 30 28 26 27 31 26 26 30 5 30 30
2007,芜,26 27 27 26 26 29 47
2008,终,42 42 0 28 12 25 30 30
2009,無,28 26 26 27 27 27 27 26 30 30 30 30
2010,匙,27 31 26 26 26 27 26 28 25 28 47
2011,泳,30 30 0 30 10 12 28 25
2012,探,26 39 0 30 33 28 44 26 27 28 25
2013,礫,26 28 27 31 26 42 42 30 28 27 31 26 26 42 42 30 26 27 28 25
2014,郊,30 26 28 30 28 25 20 27
2015,给,42 42 0 29 25 26 27 31 26
2016,惑,26 27 31 26 0 3 28 30 30 5 30 30
2017,寰,30 30 33 27 31 27 27 26 26 27 31 26 28 37 28 25
2018,筋,28 26 30 28 26 30 29 10 26 26 10 29
2019,飛,14 28 30 27 28 28 14 28 30
2020,棰,26 27 28 30 28 26 26 27 27 26 27 26
2021,誠,30 26 26 26 27 31 26 26 29 10 3 28 30
2022,攀,26 27 28 30 28 25 28 25 26 27 28 25 26 29 25 28 26 26 39
2023,坦,26 27 26 27 31 26 26 26
2024,混,30 30 0 27 31 26 26 26 37 28 47
2025,乙,48
2026,厚,26 29 27 31 26 26 33 39 26
2027,聲,26 27 26 31 27 26 29 29 21 12 25 26 27 27 26 26 26
2028,拇,26 39 0 34 10 30 30 26
2029,许,30 16 28 26 26 27
2030,罩,27 31 27 27 26 27 26 27 31 26 26 26 27
2031,透,28 26 27 28 25 49 29 30 31 44
2032,陽,20 27 27 31 26 26 26 28 10 28 28
2033,彰,30 26 30 28 26 27 31 26 26 26 27 28 28 28
2034,疏,33 27 26 27 0 30 26 42 30 28 27 47
2035,抢,26 39 0 28 25 10 47
2036,括,26 39 0 28 26 27 27 31 26
2037,馅,28 33 37 28 33 28 27 26 31 26 26
2038,虚,27 26 33 29 26 47 27 27 30 28 26
2039,茏,26 27 27 26 29 28 47 30
2040,谁,30 16 28 27 30 26 26 26 27 26
2041,陆,20 27 26 26 27 34 27
2042,杨,26 27 28 25 49 28 28
2043,这,30 26 28 25 30 31 44
2044,封,26 27 26 26 27 26 26 39 30
2045,鋼,28 30 26 26 27 30 28 0 27 10 30 28 26 27 34 27
2046,謝,30 26 26 26 27 31 26 28 27 10 26 26 26 28 26 39 30
2047,晚,27 31 26 26 28 33 27 31 26 29 47
2048,飚,29 14 28 25 30 28 29 25 30 28 29 25 30 28 29 25
2049,哦,27 31 26 28 26 39 0 3 28 30
2050,纹,42 42 0 30 26 28 25
2051,固,27 31 26 27 27 31 26 26
2052,摘,26 39 0 30 26 30 28 27 10 26 27 27 31 26
2053,撞,26 39 0 30 26 30 28 26 27 31 26 26 26 27 26
2054,考,26 27 26 28 26 15
2055,貂,28 30 30 28 1 28 28 10 29 27 31 26
2056,薪,26 27 27 30 26 30 28 26 26 39 28 30 28 29 26 27
2057,瞬,27 31 26 26 26 28 30 30 28 30 33 28 12 30 26 34 27
2058,鲤,28 33 27 31 26 27 26 26 27 31 26 26 26 27 26
2059,邸,28 37 26 3 30 20 27
2060,璧,31 26 29 27 31 26 30 26 30 28 26 26 27 26 26 27 26 30
2061,幅,27 10 27 26 27 31 26 27 31 26 27 26
2062,诈,30 16 28 26 27 26 26
2063,搭,26 39 0 26 27 27 29 25 26 27 31 26
2064,币,29 27 10 27
2065,吐,27 31 26 26 27 26
2066,郑,30 28 26 26 29 25 20 27
2067,胀,29 10 26 26 28 26 37 25
2068,呐,27 31 26 27 10 29 30
2069,碍,26 28 27 31 26 27 31 26 26 26 26 39 30
2070,脖,27 10 26 26 26 27 30 33 33 39 26
2071,涂,30 30 0 28 25 26 26 39 28 30
2072,兔,28 33 27 31 26 29 47 30
2073,势,26 39 0 29 14 30 10 29
2074,歉,30 28 26 31 26 26 27 27 28 25 28 33 29 25
2075,葡,26 27 27 28 10 26 27 10 26 26 27 30
2076,着,30 28 26 26 26 28 27 31 26 26 26
2077,啫,27 31 26 26 27 26 28 27 31 26 26
2078,箂,28 26 30 28 26 30 26 27 28 30 28 30 28 25
2079,浣,30 30 0 30 30 33 26 26 29 47
2080,帜,27 10 27 27 31 26 28 30
2081,氙,28 26 26 14 27 34 27
2082,余,28 25 26 26 39 28 30
2083,嫌,40 28 26 30 28 26 31 26 26 27 27 28 25
2084,魅,28 27 31 26 26 29 47 42 30 26 26 27 28 25
2085,扰,26 39 0 26 29 47 30
2086,靡,30 26 29 26 27 28 30 26 27 28 25 27 26 26 26 27 26 26 26
2087,纯,42 42 0 26 34 27 47
2088,咯,27 31 26 28 12 25 27 31 26
2089,完,30 30 33 26 26 29 47
2090,麟,30 26 29 31 27 27 26 26 37 28 47 30 28 26 27 28 25 28 12 30 26 34 27
2091,断,30 28 27 26 28 30 34 28 29 26 27
2092,蛙,27 31 26 27 0 30 26 27 26 26 27 26
2093,扣,26 39 0 27 31 26
2094,淋,30 30 0 26 27 28 30 26 27 28 25
2095,壘,27 31 26 27 26 27 31 26 27 26 27 31 26 27 26 26 27 26
2096,敢,33 26 27 27 26 26 26 28 26 28 25
2097,拖,26 39 0 28 26 10 27 47
2098,隔,20 27 26 27 31 26 27 10 29 47 26 27
2099,辛,30 26 30 28 26 26 27
2100,夕,28 12 30
2101,铬,28 26 26 26 37 28 12 25 27 31 26
2102,肝,29 10 26 26 26 26 27
2103,筝,28 26 30 28 26 30 28 31 31 26 26 39
2104,锋,28 26 26 26 37 28 12 25 26 26 26 27
2105,涨,30 30 0 31 26 15 28 26 37 25
2106,敏,28 26 34 10 30 30 26 28 26 28 25
2107,梓,26 27 28 30 30 26 30 28 26 26 27
2108,億,28 27 30 26 30 28 26 27 31 26 26 30 5 30 30
2109,遗,27 31 26 27 26 27 31 29 30 30 31 44
2110,酱,27 30 0 28 12 30 26 27 31 29 6 26 26
2111,儒,28 27 26 30 33 27 26 26 26 26 26 28 27 10 27 27
2112,虽,27 31 26 27 31 26 27 0 30
2113,維,42 42 30 30 30 30 28 27 30 26 26 26 27 26
2114,躲,28 27 10 26 26 26 28 29 14 26 27 28 25
2115,賢,26 27 31 26 27 34 12 25 27 31 26 26 26 28 30
2116,硬,26 28 27 31 26 26 27 31 26 26 29 25
2117,驻,31 15 26 30 26 26 27 26
2118,劈,31 26 29 27 31 26 30 26 30 28 26 26 27 10 29
2119,豹,28 30 30 28 1 28 28 28 10 30
2120,裁,26 27 26 30 26 28 37 28 30 3 28 30
2121,径,28 28 27 12 25 26 27 26
2122,喉,27 31 26 28 27 31 26 28 26 26 28 25
2123,炎,30 28 29 25 30 28 29 25
2124,黎,28 26 27 28 25 28 10 29 29 25 39 30 0 28 30
2125,召,10 29 27 31 26
2126,撮,26 39 0 27 31 26 26 26 27 27 26 26 26 12 25
2127,沥,30 30 0 26 29 10 29
2128,遍,30 31 26 29 27 10 26 27 27 30 31 44
2129,掀,26 39 0 28 29 26 27 28 33 29 25
2130,确,26 28 27 31 26 28 33 29 10 26 26 27
2131,胑,29 10 26 26 27 31 26 28 30
2132,惟,30 30 27 28 27 30 26 26 26 27 26
2133,踪,27 31 26 27 26 27 0 30 30 33 26 26 39 28 30
2134,弧,31 26 15 28 28 37 30 25
2135,軍,30 33 26 27 31 26 26 26 27
2136,崋,27 34 27 26 26 27 27 26 26 27
2137,產,30 26 28 25 26 29 28 26 26 27 26
2138,烘,30 28 29 30 26 27 27 26 28 30
2139,疙,30 26 29 30 0 28 26 48
2140,似,28 27 37 30 29 30
2141,梁,30 30 0 10 29 29 30 26 27 28 25
2142,疼,30 26 29 30 0 28 12 25 30 30
2143,炬,30 28 29 30 26 31 26 34
2144,淇,30 30 0 26 27 27 26 26 26 28 30
2145,灡,30 30 0 26 27 27 27 31 26 26 27 10 26 26 26 27 31 30 28 26 27 28 25
2146,烂,30 28 29 30 30 28 26 26 26
2147,害,30 30 33 26 26 26 27 27 31 26
2148,藝,27 26 27 26 26 27 26 28 30 26 27 26 29 14 30 26 26 42 30
2149,館,28 30 30 31 26 26 37 30 30 30 33 27 31 26 31 26
2150,俊,28 27 42 30 28 44 28 12 25
2151,備,28 27 26 27 27 26 28 27 31 26 26 27
2152,昊,27 31 26 26 26 26 29 25
2153,随,20 27 26 28 27 10 26 26 30 31 44
2154,逊,33 39 26 39 28 30 30 31 44
2155,夢,27 26 27 26 27 31 27 27 26 30 33 28 12 30
2156,鳯,29 14 28 27 31 26 26 26 10 30 30 30 30
2157,耕,26 26 26 27 28 25 26 26 29 27
2158,靖,30 26 30 28 26 26 26 27 26 29 10 26 26
2159,巢,40 40 40 27 31 26 26 26 27 28 25
2160,葬,26 27 27 26 28 12 30 28 47 26 29 27
2161,骏,31 15 26 42 30 28 44 28 12 25
2162,懒,30 30 27 26 27 31 26 27 28 25 28 33 27 31 29 30
2163,呵,27 31 26 26 39 27 31 26
2164,乳,28 30 30 28 33 39 26 47
2165,扇,30 31 26 29 10 30 0 10 30 0
2166,母,34 10 30 30 26
2167,降,20 27 28 12 25 26 34 27
2168,割,30 30 33 26 26 26 27 27 31 26 27 39
2169,坏,26 27 26 26 28 27 30
2170,案,30 30 33 40 28 26 26 27 28 25
2171,旮,29 14 27 31 26 26
2172,炸,30 28 29 30 28 26 27 26 26
2173,郁,26 28 27 10 26 26 20 27
2174,犹,28 1 28 26 29 47 30
2175,妹,40 28 26 26 26 27 28 25
2176,岳,28 27 26 27 26 27 34 27
2177,醉,26 27 31 29 6 26 26 30 26 29 25 29 25 26 27
2178,桷,26 27 28 30 28 33 29 10 26 26 27
2179,尤,26 29 47 30
2180,柄,26 27 28 30 26 27 10 29 30
2181,跌,27 31 26 27 26 27 0 29 26 26 29 25
2182,棕,26 27 28 30 30 30 33 26 26 39 28 30
2183,舘,28 25 26 26 27 27 31 26 30 30 33 27 31 26 31 26
2184,桐,26 27 28 30 27 10 26 27 31 26
2185,毁,28 27 26 31 26 26 26 27 26 29 21 12 25
2186,渚,30 30 0 26 27 26 28 27 31 26 26
2187,掘,26 39 0 31 26 29 34 27 27 34 27
2188,拐,26 39 0 27 31 26 10 29
2189,眺,27 31 26 26 26 29 30 0 47 28 30
2190,枢,26 27 28 30 26 28 25 34
2191,戛,26 28 27 31 26 26 26 26 3 28 30
2192,蛋,33 27 26 28 25 27 31 26 27 0 30
2193,連,26 27 31 26 26 26 27 30 31 44
2194,鶏,28 30 30 28 26 26 29 25 28 27 31 26 26 26 10 30 30 30 30
2195,衢,28 28 27 27 31 26 26 26 27 31 26 26 26 28 27 30 26 26 26 27 26 26 26 39
2196,怀,30 30 27 26 28 27 30
2197,彧,26 27 31 26 0 3 28 28 28 30
2198,姜,30 28 26 26 27 26 40 28 26
2199,言,30 26 26 26 27 31 26
2200,捍,26 39 0 27 31 26 26 26 26 27
2201,巾,27 10 27
2202,祺,30 12 27 30 26 27 27 26 26 26 28 30
2203,袜,30 12 27 28 30 26 26 27 28 25
2204,函,12 39 30 0 28 25 34 27
2205,淑,30 30 0 27 26 26 39 28 30 12 25
2206,宠,30 30 33 26 29 28 47 30
2207,鹿,30 26 29 31 27 27 26 26 37 28 47
2208,玺,28 33 39 28 30 26 26 27 26 30
2209,璐,26 26 27 26 27 31 26 27 26 27 0 28 12 25 27 31 26
2210,亦,30 26 29 39 28 30
2211,状,27 30 0 26 29 25 30
2212,矫,28 26 26 29 25 29 26 29 25 29 27
2213,彻,28 28 27 26 47 10 29
2214,锚,28 26 26 26 37 26 27 27 27 31 26 27 26
2215,忆,30 30 27 48
2216,占,27 26 27 31 26
2217,翡,27 26 26 26 27 26 26 26 10 30 0 10 30 0
2218,腐,30 26 28 28 27 26 39 30 27 10 28 30 28 30
2219,養,30 28 26 26 27 26 28 25 30 31 26 26 37 28 30
2220,尹,31 26 26 28
2221,糕,30 28 26 27 28 25 30 28 26 26 27 26 30 30 30 30
2222,呢,27 31 26 31 26 29 28 47
2223,扑,26 39 0 27 30
2224,倍,28 27 30 26 30 28 26 27 31 26
2225,湃,30 30 0 28 26 26 28 26 26 26 26 27
2226,廷,28 26 27 26 18 25
2227,眙,27 31 26 26 26 42 30 27 31 26
2228,蟑,27 31 26 27 0 30 30 26 30 28 26 27 31 26 26 26 27
2229,藩,26 27 27 30 30 0 28 30 28 26 27 28 25 27 31 26 27 26
2230,岚,27 34 27 29 14 28 25
2231,较,26 34 26 27 30 26 28 30 28 25
2232,扩,26 39 0 30 26 29
2233,俏,28 27 27 30 28 27 10 26 26
2234,楠,26 27 28 30 26 27 27 10 30 28 26 26 27
2235,進,28 27 30 26 26 26 27 26 30 31 44
2236,钓,28 26 26 26 37 28 10 30
2237,袁,26 27 26 27 31 26 28 37 28 25
2238,敖,26 26 27 26 10 28 28 26 28 25
2239,舜,28 30 30 28 30 33 28 12 30 26 34 27
2240,報,26 27 26 30 28 26 26 27 10 27 12 25
2241,郭,30 26 27 31 26 33 39 26 20 27
2242,么,28 42 30
2243,萃,26 27 27 30 26 29 25 29 25 26 27
2244,爪,28 29 27 25
2245,炉,30 28 29 30 30 31 26 29
2246,漕,30 30 0 26 27 31 26 27 27 26 27 31 26 26
2247,禅,30 12 27 30 30 28 27 31 26 26 26 27
2248,朵,29 14 26 27 28 25
2249,鳥,28 27 31 26 26 26 10 30 30 30 30
2250,晓,27 31 26 26 26 28 3 26 28 47
2251,祈,30 12 27 30 28 29 26 27
2252,担,26 39 0 27 31 26 26 26
2253,迷,30 28 26 27 28 25 30 31 44
2254,種,28 26 27 28 30 28 26 27 31 26 26 26 27 26
2255,珀,26 26 27 26 28 27 31 26 26
2256,蛛,27 31 26 27 0 30 28 26 26 27 28 25
2257,猎,28 1 28 26 27 27 26 27 31 26 26
2258,陡,20 27 26 27 26 27 26 28 25
2259,允,42 30 29 47
2260,術,28 28 27 26 27 28 25 30 26 26 39
2261,枝,26 27 28 30 26 27 12 25
2262,爲,28 30 30 28 29 33 33 10 30 30 30 30
2263,盏,26 26 3 28 30 27 31 27 27 26
2264,闽,27 30 10 27 31 26 27 0 30
2265,幢,27 10 27 30 26 30 28 26 27 31 26 26 26 27 26
2266,犬,26 29 25 30
2267,晾,27 31 26 26 30 26 27 31 26 39 28 30
2268,谦,30 16 30 28 26 31 26 26 27 27 28 25
2269,锡,28 26 26 26 37 27 31 26 26 28 10 28 28
2270,馄,28 33 37 27 31 26 26 26 37 28 47
2271,會,28 25 26 27 31 27 30 28 26 27 31 26 26
2272,镀,28 26 26 26 37 30 26 29 26 27 27 26 12 25
2273,漏,30 30 0 31 26 29 26 27 10 27 30 30 30 30
2274,逻,27 31 27 27 26 28 12 30 30 31 44
2275,甩,28 10 26 26 47
2276,璟,26 26 27 26 27 31 26 26 30 26 27 31 26 39 28 30
2277,劵,30 28 26 26 28 25 10 29
2278,扶,26 39 0 26 26 29 25
2279,汕,30 30 0 27 34 27
2280,芦,26 27 27 30 31 26 29
2281,钞,28 26 26 26 37 39 28 30 28
2282,廈,30 26 29 26 28 27 31 26 26 26 28 12 25
2283,冈,27 10 28 25
2284,瑶,26 26 27 26 28 30 30 28 28 26 26 27 34 27
2285,镗,28 26 26 26 37 27 30 28 30 33 27 31 26 26 27 26
2286,逢,28 12 25 26 26 26 27 30 31 44
2287,吨,27 31 26 26 34 27 47
2288,怠,42 30 27 31 26 30 5 30 30
2289,兽,30 28 27 31 26 27 26 26 27 31 26
2290,騏,26 27 26 26 27 10 30 30 30 30 26 27 27 26 26 26 28 30
2291,循,28 28 27 28 29 26 27 27 31 26 26 26
2292,袖,30 12 27 28 30 27 31 26 27 26
2293,靓,26 26 27 26 29 10 26 26 27 31 29 47
2294,熊,42 30 27 10 26 26 28 47 28 47 30 30 30 30
2295,罕,30 33 28 44 26 26 27
2296,繁,28 26 34 10 30 30 26 28 26 28 25 42 42 30 39 28 30
2297,踏,27 31 26 27 26 27 0 39 12 28 25 27 31 26 26
2298,傻,28 27 28 27 31 28 30 26 28 30 28 12 25
2299,辖,26 34 26 27 30 30 33 26 26 26 27 27 31 26
2300,伏,28 27 26 29 25 30
2301,妆,27 30 0 40 28 26
2302,尘,39 28 30 26 27 26
2303,揽,26 39 0 27 27 28 26 30 27 31 28 47
2304,軟,26 27 31 26 26 26 27 28 33 29 25
2305,箭,28 26 30 28 26 30 30 28 26 29 10 26 26 27 39
2306,税,28 26 27 28 30 30 28 27 31 26 29 47
2307,靴,26 27 27 26 27 31 26 26 27 28 27 28 47
2308,璜,26 26 27 26 26 27 27 26 27 31 26 27 26 28 30
2309,澈,30 30 0 30 26 42 30 27 10 26 26 28 26 28 25
