,char,strokeorder
1775,锐,P-H-H-H-ST D P S-HZ-H SP SWG
1776,樓,H-S-P-D S-HZ-H-H-S-HZ-H-S PD-P-H
1777,积,P-H-S-P-D S-HZ-H P D
1778,宸,D-D-HG H-SP H H-ST-P-N
1779,兜,P-S-HZ-H-H P-ST HZ-H SP-SWG
1780,拿,SP-N H S-HZ-H P-H-H-SG
1781,殡,H P-HP-D D-D-HG P-S-H-S-H P D
1782,梨,P-H-S-P-D S SG H-S-P-N
1783,杆,H-S-P-D H H-S
1784,谷,P D P-N S-HZ-H
1785,畏,S HZ H S H H ST P N
1786,皆,H-ST P-SWG P-S-HZ-H-H
1787,豫,HG-D-HG-SG P-HG-S-HZ-H-P-WG-P-P-P-N
1788,熙,H S S HZ H S HZ HZ H SWG P D D D
1789,彤,SP-HZG-D-H P P P
1790,返,P-SP HP-N D HZ-TN
1791,遇,S-HZ-H-H-S-HZG-S-T-D D HZ-TN
1792,娄,D P H-S-P-N PD-P-H
1793,轻,H PZ T S HP D H S H
1794,甜,P-H-S S-HZ-H H-S-S H H
1795,估,P-S H-S S-HZ-H
1796,拳,D P H-H-P-N P-H-H-SG
1797,茸,H-S-S H-S-S-H-H-H
1798,刺,H S HZG S P D S SG
1799,谭,D HZT H-S-HZ-S-S-H S-HZ-H-H H-S
1800,寒,D-D-HG H-H-SP-S H P TN D D
1801,蔡,H S S P HP D D HP N H H SG P D
1802,焕,D-P-SP-D P-HG S-HZ-H-SP-N
1803,况,D T S-HZ-H SP SWG
1804,鸽,SP-N H S-HZ-H P-HZG-D-SZWG H
1805,柏,H-S-P-D P-S-HZ-H-H
1806,近,P-SP-H-S D HZ-TN
1807,婵,PD-P-H D P S-HZ-H-H-H-S
1808,撼,H-SG-T H-SP-XG-P-D H S-HZ-H D BXG D D
1809,诱,D HZT P-H-S-P-N HZZZG-SP
1810,雍,D H PZ-PZ-P P-S-D-H-H-H-S-H
1811,榨,H-S-P-D D D-HG P TN P-H-S-H-H
1812,灸,P-HP-N D-P-SP-N
1813,穿,D D-HG P TN H-SZ-SG-P
1814,枣,H S HZ S P N D D
1815,咱,S-HZ-H P-S-HZ-H-H-H
1816,巧,H S-H H-SZWG
1817,兒,P-S-H-HZ-H-H SP SWG
1818,决,D T HZ-H-SP-N
1819,焦,P-S-D-H-H-H-S-H D D D D
1820,粗,D P H-S-P-N S-HZ-H-H-H
1821,氧,P-H-H-HZWG D-P-H-H-H-S
1822,依,P S D H P ST P N
1823,剂,D H P-N SP S S SG
1824,廳,D-H-SP H-S-S-H-H-H H H-S-H H-S S-HZ-S-S-H H D BXG D D
1825,匡,H H H-S-H SZ
1826,肌,SP-HZG-H-H SP HZWG
1827,翠,HZG D T HZG D T D H SP-N SP-N H-S
1828,浅,D D T H-H-XG-P-D
1829,竭,D H D P H S-HZ-H-H P-HZG P-N SZ
1830,萨,H-S-S HPWG-S D H D P H-SP
1831,含,P-N D HP S-HZ-H
1832,紅,PZ-PZ D D D D H S-H
1833,汪,D D T H H-S-H
1834,巫,H S P D P D H
1835,咸,H-SP-XG-P-D H S-HZ-H
1836,己,HZ-H-SWG
1837,冶,D T PZ-D S-HZ-H
1838,泌,D D T D BXG D P D
1839,暉,S-HZ-H-H D-HG H-S-HZ-H-H-H-S
1840,猛,P-WG-P HG-SG-H S-HZ-S-S-H
1841,椎,H-S-P-D P-S-D-H-H-H-S-H
1842,煜,D-P-SP-D S-HZ-H-H D H D P H
1843,魂,H H-PZ-D P-S-HZ-H-H-SP-SWG PZ-D
1844,臻,H PZ D H S T H H H P N P H S P D
1845,杀,P-N H-SG P D
1846,罄,H-S-H HZ-S-H-SP SP HZW HP-N P-H-H-S-SZ-S
1847,淳,D D T D H S-HZ-H HG-SG-H
1848,髮,H-S-H-H-H-PZ-D P P P H-P HP-N D
1849,翰,H-S S-HZ-H-H H-S P-N HZG D T HZG D T
1850,挚,H-SG-T SP-HZWG-D P-H-H-SG
1851,伤,P S P H HZG P
1852,很,P P-S HZ-H-H-ST-P-N
1853,援,H-SG-T P D D P H H-P HP-N
1854,纽,PZ-PZ T HZ-H-S-H
1855,跑,S-HZ-H S-H-S-T P-HZG HZ-H-SWG
1856,羅,S-HZ-S-S-H PZ-PZ D D D D P-S-D-H-H-H-S-H
1857,瀘,D D T S-H-HG-SP H-SWG S-HZ-H-S-H S-HZ-S-S-H
1858,睡,S HZ H H H P H H S S H S H
1859,邀,P-S-HZ-H-H D-H-HZG-SP P-H-P-N D HZ-TN
1860,灶,D-P-SP-D H-S-H
1861,此,S-H-S-H P-SWG
1862,菌,H-S-S S-HZ P-H-S-P-N H
1863,俶,P-S S-H-H SG P D HP-N
1864,显,S-HZ-H-H S-S-D-P-H
1865,晶,S-HZ-H-H S-HZ-H-H S-HZ-H-H
1866,刃,HZG-SP D
1867,废,D-H-SP SZ-P HP-N D
1868,哲,H-SG-T P-SP-H-S S-HZ-H
1869,怕,D D S P-S-HZ-H-H
1870,邑,S-HZ-H HZ-S-H-SWG
1871,挥,H-SG-T D-HG H-SZ-H-S
1872,旧,S S-HZ-H-H
1873,芯,H-S-S D BXG D D
1874,散,H-S-S-H S-HZG-H-H P-H-P-N
1875,愿,H-SP P-S-HZ-H-H SG P D D BXG D D
1876,萼,H-S-S S-HZ-H S-HZ-H H H-SZWG
1877,梧,H-S-P-D H-S-HZ-H S-HZ-H
1878,浆,S D T P-HP-D SG-HP-P-N
1879,赏,S-D-P D-HG S-HZ-H S-HZ SP-D
1880,册,P HZG P HZG H
1881,叁,PZ-D H-SP-N H H H
1882,貴,S-HZ-H S H S-HZ-H-H-H P D
1883,萬,S-H S-H S-HZ-H-H-S-HZG-S-T-D
1884,征,P P-S H-S-H-S-H
1885,麺,H-H-S-H P-HP-N H-P S-HZ-S-S-H-H-H
1886,漂,D D T H-S-HZ-S-S-H H H SG P D
1887,祸,D-HP-S-D S-HZ-H S-HZG SP-D
1888,煤,D-P-SP-D H-S-S H H H-S-P-N
1889,幽,PZ PZ D PZ PZ D S SZ S
1890,燃,D-P-SP-D P-HP D D H-SP-N D D D D D
1891,炫,D-P-SP-D D H PZ-PZ-D
1892,鮮,P-HG S-HZ-H-S-H D D D D D-P-H-H-H-S
1893,莎,H-S-S D D T SG P D P
1894,胖,SP-HZG-H-H D P H-H-S
1895,桃,H-S-P-D SP-D-T-SWG-P-D
1896,剑,P-N H D D P H S SG
1897,津,D D T HZ-H-H-H-H-S
1898,筛,P-H-D P-H-D S SP H S-HZG-S
1899,寻,HZ-H-H H-SG-D
1900,楽,P T P S HZ H H P D H S P N
1901,蓬,H-S-S P-HP-N H-H-H-S D HZ-TN
1902,悠,P-S S P-H-P-N D BXG D D
1903,廖,D-H-SP HZG D T HZG D T P-N P P P
1904,瞳,S-HZ-H-H-H D H D P H S-HZ-H-H-H-S-H
1905,丧,H S D P H ST P N
1906,群,HZ H H P S HZ H D P H H H S
1907,脉,SP-HZG-H-H D HZG HP P-N
1908,亏,H H-SZWG
1909,吗,S-HZ-H HZ-SZWG H
1910,哥,H-S S-HZ-H H-SG S-HZ-H
1911,虫,S-HZ-H-S-T-D
1912,竞,D H D P H S-HZ-H SP SWG
1913,琉,H H S T D H PZ D P S SWG
1914,樞,H-S-P-D H S-HZ-H S-HZ-H S-HZ-H SZ
1915,岩,S-SZ-S H-P S-HZ-H
1916,蜡,S-HZ-H-S-T-D H-S-S-H S-HZ-H-H
1917,瘤,D H P D T P ST D HZG P S HZ H S H
1918,难,HP-N P-S-D-H-H-H-S-H
1919,廉,D-H-SP D-P-H HZ-H-H-S-S-P-N
1920,赔,S-HZ SP-D D H D P H S-HZ-H
1921,蚁,S-HZ-H-S-T-D D P-N
1922,罚,S-HZ-S-S-H D HZT S SG
1923,矿,H-P S-HZ-H D-H-SP
1924,煮,H-S-H-P S-HZ-H-H D D D D
1925,腩,SP-HZG-H-H H-S S-HZG D P H H-S
1926,敦,D H S-HZ-H HG-SG-H P-H-P-N
1927,嵊,S-SZ-S P-H-S S-H-T P-SWG P-N
1928,爬,P-SP-S-N HZ-S-H-SWG
1929,泪,D D T S-HZ-H-H-H
1930,丫,D-P-S
1931,乘,P-H-S S-H-T P-SWG P-N
1932,见,S-HZ SP SWG
1933,溝,D D T H-H-S-S-H-S-HZG-H-S-H
1934,脆,SP-HZG-H-H P-HG H-SP HZG-SWG
1935,孝,H-S-H-P HG-SG-H
1936,觉,D D P D-HG S-HZ SP SWG
1937,笼,P-H-D P-H-D H-SP-P-SWG D
1938,僑,P-S P-H-SP-N S-HZ-H S-HZG S-HZ-H
1939,椰,H-S-P-D H-S-S-H-H-H HPWG-S
1940,艇,P-SP-HZG-D-D-H P H-S-H HZZP-N
1941,均,H-S-H P-HZG D T
1942,寸,H-SG-D
1943,棉,H-S-P-D P-S-HZ-H-H S-HZG-S
1944,扔,H-SG-T HZZZG-SP
1945,议,D HZT D P-N
1946,蹈,S-HZ-H S-H-S-T P D D P P-S-H-HZ-H-H
1947,焙,D-P-SP-D D H D P H S-HZ-H
1948,鄭,D P H-S-HZ-SP-SW-H-H H-SP-N HPWG-S
1949,泛,D D T P D-HP-N
1950,戏,HP-N H-XG-P-D
1951,舌,P-H-S S-HZ-H
1952,匯,H D D T P-S-D-H-H-H-S-H SZ
1953,玫,H H-S-H P-H-P-N
1954,擀,H-SG-T H-S S-HZ-H-H H-S P-N H H-S
1955,葉,S-H S-H H-S-S-H-SZ H-S-P-N
1956,蒸,H-S-S HG-SG-HP-P-N H D D D D
1957,俯,P-S D-H-SP P-S H-SG-D
1958,跟,S-HZ-H S-H-S-T HZ-H-H-ST-P-N
1959,株,H S P D P H H S P N
1960,魚,P-HG S-HZ-H-S-H D D D D
1961,诉,D HZT P-SP-H-S-D
1962,鸟,P-HZG-D-SZWG H
1963,获,H-S-S P-WG-P H-SP-N D
1964,绚,PZ-PZ T P-HZG S-HZ-H-H
1965,陕,HZZZG S H D P H P N
1966,晖,S-HZ-H-H D-HG H-SZ-H-S
1967,瑰,H H-S-H P-S-HZ-H-H-SP-SWG PZ-D
1968,延,P S-H-SZ HZZP-N
1969,痛,D-H-SP D T HG-D S-HZG-H-H-S
1970,漾,D D T D-P-H-H-S-H D HZG HP P-N
1971,审,D-D-HG S-HZ-H-H-S
1972,眉,HZ S H P S HZ H H H
1973,仅,P-S HP-N
1974,瑙,H H-S-H PD-PD-PD P S-HZ P-N H
1975,兵,P-S-H-S-H P D
1976,他,P-S HZG-S-SWG
1977,姆,PD-P-H SZ-HZG-D-D-H
1978,茨,H-S-S D T P-HG SP-N
1979,盲,D H-SW S-HZ-H-H-H
1980,馒,P-HG ST S-HZ-H-H S-HZ-S-S-H HP-N
1981,斤,P-SP-H-S
1982,湛,D D T H-S-S-H-H-H-P-D-SZ
1983,盒,SP-N H S-HZ-H S-HZ-S-S-H
1984,途,P-N H-H-SG P D D HZ-TN
1985,堆,H-S-H P-S-D-H-H-H-S-H
1986,艳,H-H-H-S P-HG HZ-S-H-SWG
1987,纬,PZ-PZ T H-H-HZG-S
1988,變,PZ-PZ-D D D D D H H H S-HZ-H PZ-PZ-D D D D P-H-P-N
1989,兆,SP-D-T-SWG-P-D
1990,牢,D-D-HG P-H-H-S
1991,狼,P-WG-P D HZ-H-H-ST-P-N
1992,露,H-D-HG-S H H H H S-HZ-H S-H-S-T P-HP-N S-HZ-H
1993,芭,H-S-S HZ-S-H-SWG
1994,苯,H-S-S H-S-P-N-H
1995,來,H-S P-D P-D P-N
1996,谈,D HZT D-P-SP-N D-P-SP-N
1997,励,H-SP H-SP-HZG HZG-SP
1998,沐,D D T H-S-P-N
1999,狮,P-WG-P S SP H S-HZG-S
2000,杯,H-S-P-D H-P-S-D
2001,侗,P-S S-HZG H S-HZ-H
2002,蒲,H-S-S D D T H-S-HZG-H-H-S D
2003,馋,P HG ST P HZ S HZ H P SWG D D
2004,妊,PD-P-H P H-S-H
2005,徐,P P-S P-N H-H-SG P D
2006,憶,D D S D H D P H S-HZ-H-H D BXG D D
2007,芜,H-S-S H H-SP-SWG
2008,终,PZ-PZ T P-HP-N D D
2009,無,P-H-H-S-S-S-S-H D D D D
2010,匙,S-HZ-H-H H S-H-P-N P-SWG
2011,泳,D D T D HZG HP P-N
2012,探,H-SG-T D-HG P TN H-S-P-N
2013,礫,H-P S-HZ-H PZ-PZ-D P-S-HZ-H-H PZ-PZ-D H-S-P-N
2014,郊,D-H-P-D P-N HPWG-S
2015,给,PZ-PZ T SP-N H S-HZ-H
2016,惑,H S-HZ-H T XG-P-D D BXG D D
2017,寰,D-D-HG S-HZ-S-S-H H S-HZ-H-P-ST-P-N
2018,筋,P-H-D P-H-D SP-HZG-H-H HZG-SP
2019,飛,HZWG P D S P P HZWG P D
2020,棰,H S P D P H H S S H S H
2021,誠,D H H H S-HZ-H H-SP-HZG-XG-P D
2022,攀,H-S-P-D P-N P-N H-S-P-N H-SP-N P-H-H-SG
2023,坦,H-S-H S-HZ-H-H H
2024,混,D D T S-HZ-H-H H-ST P-SWG
2025,乙,HXWG
2026,厚,H-SP S-HZ-H-H HG-SG-H
2027,聲,H-S-H HZ-S-H-SP SP HZW HP-N H-S-S-H-H-H
2028,拇,H-SG-T SZ-HZG-D-D-H
2029,许,D HZT P-H-H-S
2030,罩,S-HZ-S-S-H S-H S-HZ-H-H H-S
2031,透,P-H-S-P-N HZZZG-SP D HZ-TN
2032,陽,HPWG-S S-HZ-H-H H P-HZG-P-P
2033,彰,D H D P H S-HZ-H-H H-S P P P
2034,疏,HG S H S T D H PZ D P S SWG
2035,抢,H-SG-T P-N HZG-SWG
2036,括,H-SG-T P-H-S S-HZ-H
2037,馅,P-HG ST P-HG P-S-H-HZ-H-H
2038,虚,S-H-HG-SP H-SWG S-S-D-P-H
2039,茏,H-S-S H-SP-P-SWG D
2040,谁,D HZT P-S-D-H-H-H-S-H
2041,陆,HPWG-S H-H-S-SZ-S
2042,杨,H-S-P-N HZZZG-P-P
2043,这,D H P-N D HZ-TN
2044,封,H-S-H H-S-H H-SG-D
2045,鋼,P-D H-H-S-D-P-T S-HZG D P H S-SZ-S
2046,謝,D H H H S-HZ-H P-S-HZG-H-H-H-P H-SG-D
2047,晚,S-HZ-H-H P-HG-S-HZ-H-SP-SWG
2048,飚,SP HZWG P-N D-P-SP-N D-P-SP-N D-P-SP-N
2049,哦,S-HZ-H P-H-SG-T-XG-P-D
2050,纹,PZ-PZ T D H P-N
2051,固,S-HZ H-S S-HZ-H H
2052,摘,H-SG-T D H D P S-HZG H-S S-HZ-H
2053,撞,H-SG-T D H D P H S-HZ-H-H-H-S-H
2054,考,H-S-H-P H-SZWG
2055,貂,P D D P-WG-P-P HZG-SP S-HZ-H
2056,薪,H-S-S D H D P H H-SG P D P-SP-H-S
2057,瞬,S-HZ-H-H-H P D D P D-HG P-HP-D H-SZ-S
2058,鲤,P-HG S-HZ-H-S-H H S-HZ-H-H-H-S-H
2059,邸,P-ST-H-XG D HPWG-S
2060,璧,HZ-H-SP S-HZ-H D H D P H H-S H-H-S-H D
2061,幅,S-HZG-S H S-HZ-H S-HZ-H-S-H
2062,诈,D HZT P-H-S-H-H
2063,搭,H-SG-T H-S-S SP-N H S-HZ-H
2064,币,SP S-HZG-S
2065,吐,S-HZ-H H-S-H
2066,郑,D P H-H-SP-N HPWG-S
2067,胀,SP-HZG-H-H P-H-ST-N
2068,呐,S-HZ-H S-HZG SP-D
2069,碍,H-P S-HZ-H S-HZ-H-H H H-SG-D
2070,脖,S-HZG-H-H H-S D-HG HG-SG-H
2071,涂,D D T P-N H-H-SG P D
2072,兔,P-HG-S-HZ-H-SP-SWG-D
2073,势,H-SG-T SP-HZWG-D HZG-SP
2074,歉,D-P-H HZ-H-H-S-S-P-N P-HG SP-N
2075,葡,H-S-S P-HZG H-S-HZG-H-H-S D
2076,着,D-P-H-H-H-P S-HZ-H-H-H
2077,啫,S-HZ-H H-S-H-P S-HZ-H-H
2078,箂,P-H-D P-H-D H-S P-D P-D P-N
2079,浣,D D T D-D-HG H-H-SP-SWG
2080,帜,S-HZG-S S-HZ-H P D
2081,氙,P-H-H-HZWG S-SZ-S
2082,余,P-N H-H-SG P D
2083,嫌,PD-P-H D-P-H HZ-H-H-S-S-P-N
2084,魅,P-S-HZ-H-H-SP-SWG PZ-D H-H-S-P-N
2085,扰,H-SG-T H-SP-SWG D
2086,靡,D-H-SP H-S-P-D H-S-P-N S-H-H-H S-H-H-H
2087,纯,PZ-PZ T H-SZ-S-SWG
2088,咯,S-HZ-H P-HP-N S-HZ-H
2089,完,D-D-HG H-H-SP-SWG
2090,麟,D-H-SP-HZ-S-S-H H-ST P-SWG D P H-S-P-N P-HP-D H-SZ-S
2091,断,D P S-H P D SZ P-SP-H-S
2092,蛙,S-HZ-H-S-T-D H-S-H H-S-H
2093,扣,H-SG-T S-HZ-H
2094,淋,D D T H-S-P-D H-S-P-N
2095,壘,S-HZ-H-S-H S-HZ-H-S-H S-HZ-H-S-H H-S-H
2096,敢,HG H-S-S-H-H-H P-H-P-N
2097,拖,H SG T P H HZG S SWG
2098,隔,HPWG-S H S-HZ-H S-HZG SP SWG H S
2099,辛,D H D P H H-S
2100,夕,P-HP-D
2101,铬,P-H-H-H-ST P-HP-N S-HZ-H
2102,肝,SP-HZG-H-H H H-S
2103,筝,P H D P H D P HZ HZ H H SG
2104,锋,P-H-H-H-ST P-HP-N H-H-H-S
2105,涨,D D T HZ-H-SZWG P-H-ST-N
2106,敏,P-H SZ-HZG-D-D-H P-H-P-N
2107,梓,H-S-P-D D H D P H H-S
2108,億,P-S D H D P H S-HZ-H-H D BXG D D
2109,遗,S-HZ-H S H S-HZ SP-D D HZ-TN
2110,酱,S D T P-HP-D H-S-HZ-SP-SW-H-H
2111,儒,P-S H-D-HG-S H H H H H-P-S-HZG-S-S
2112,虽,S-HZ-H S-HZ-H-S-T-D
2113,維,PZ-PZ D D D D P-S-D-H-H-H-S-H
2114,躲,P-S-HZG-H-H-H-P SP HZWG H-S-P-N
2115,賢,H-S-HZ-H-S-SZ HP-N S-HZ-H-H-H P D
2116,硬,H-P S-HZ-H H-S-HZ-H-H-SP-N
2117,驻,HZ-SZWG H D H H-S-H
2118,劈,HZ-H-SP S-HZ-H D H D P H H-S HZG-SP
2119,豹,P D D P-WG-P-P P-HZG D
2120,裁,H S H D H P ST P D XG P D
2121,径,P P-S HP-N H-S-H
2122,喉,S HZ H P S HZ H P H H P N
2123,炎,D-P-SP-N D-P-SP-N
2124,黎,P-H-S-P-N P-HZG SP SP-N SG D T P D
2125,召,HZG-SP S-HZ-H
2126,撮,H-SG-T S-HZ-H-H H-S-S-H-H-H HP-N
2127,沥,D D T H-SP HZG-SP
2128,遍,D HZ-H-SP S-HZG H-S-S D HZ-TN
2129,掀,H-SG-T P-SP-H-S P-HG SP-N
2130,确,H-P S-HZ-H P-HG SP-HZG-H-H-S
2131,胑,SP-HZG-H-H S-HZ-H P D
2132,惟,D D S P-S-D-H-H-H-S-H
2133,踪,S-HZ-H S-H-S-T D-D-HG H H SG P D
2134,弧,HZ H SZWG P P ST D N
2135,軍,D-HG H-S-HZ-H-H-H-S
2136,崋,S SZ S H H S S H H S
2137,產,D H P-N H-SP P-H-H-S-H
2138,烘,D-P-SP-D H-S-S-H-P-D
2139,疙,D-H-SP D T P-H HXWG
2140,似,P-S ST D SP-D
2141,梁,D D T HZG-SP SP D H-S-P-N
2142,疼,D-H-SP D T P-HP-N D D
2143,炬,D P SP D H HZ H SZ
2144,淇,D D T H-S-S-H-H-H P-D
2145,灡,D D T H-S-S S-HZ-H-H S-HZG-H-H H-S-HZ-D-P-H-S-P-N
2146,烂,D-P-SP-D D P H H H
2147,害,D-D-HG H-H-H-S S-HZ-H
2148,藝,S-H S-H H-S-H P D H-S-H SP-HZWG-D H H-PZ-D
2149,館,P-D D-HZ-H-H-ST-D D-D-HG S-HZ-H-HZ-H
2150,俊,P-S PZ-D P TN P-HP-N
2151,備,P S H S S H P S HZ H H S
2152,昊,S-HZ-H-H H-H-SP-N
2153,随,HPWG-S H-P S-HZG-H-H D HZ-TN
2154,逊,HG-SG-H SG P D D HZ-TN
2155,夢,S-H S-H S-HZ-S-S-H D-HG P-HP-D
2156,鳯,SP HZWG P-S-HZ-H-H-H-HZG D D D D
2157,耕,H-H-H-S-P-N H-H-SP-S
2158,靖,D H D P H H-H-S-H SP-HZG-H-H
2159,巢,PD-PD-PD S-HZ-H-H-H-S-P-N
2160,葬,H-S-S H P-HP-D P-SWG H-SP-S
2161,骏,HZ-SZWG H PZ-D P TN P-HP-N
2162,懒,D D S H-S-HZ-H-S-P-N P-HG S-HZ SP-D
2163,呵,S-HZ-H H-SG S-HZ-H
2164,乳,P D D P HG-SG-H SWG
2165,扇,D HZ-H-SP HZG D T HZG D T
2166,母,SZ-HZG-D-D-H
2167,降,HPWG-S P-HP-N H-SZ-S
2168,割,D-D-HG H-H-H-S S-HZ-H S SG
2169,坏,H-S-H H-P-S-D
2170,案,D-D-HG PD-P-H H-S-P-N
2171,旮,SP-HZWG S-HZ-H-H
2172,炸,D-P-SP-D P-H-S-H-H
2173,郁,H-P S-HZG-H-H HPWG-S
2174,犹,P-WG-P H-SP-SWG D
2175,妹,PD-P-H H-H-S-P-N
2176,岳,P-S-H-S-H S-SZ-S
2177,醉,H-S-HZ-SP-SW-H-H D H SP-N SP-N H-S
2178,桷,H-S-P-D P-HG SP-HZG-H-H-S
2179,尤,H-SP-SWG D
2180,柄,H-S-P-D H-S-HZG-SP-D
2181,跌,S-HZ-H S-H-S-T SP H-H-SP-N
2182,棕,H-S-P-D D-D-HG H H SG P D
2183,舘,P-N H H-S S-HZ-H D-D-HG S-HZ-H-HZ-H
2184,桐,H-S-P-D S-HZG H S-HZ-H
2185,毁,P-S-H-HZ-H-H H S-H SP HZW HP-N
2186,渚,D D T H-S-H-P S-HZ-H-H
2187,掘,H-SG-T HZ-H-SP SZ-S-S-SZ-S
2188,拐,H-SG-T S-HZ-H HZG-SP
2189,眺,S-HZ-H-H-H SP-D-T-SWG-P-D
2190,枢,H-S-P-D H P-N SZ
2191,戛,H P-S-HZ-H-H-H H-XG-P-D
2192,蛋,HG S-H-P-N S-HZ-H-S-T-D
2193,連,H-S-HZ-H-H-H-S D HZ-TN
2194,鶏,P D D P H-H-SP-N P-S-HZ-H-H-H-HZG D D D D
2195,衢,P P-S S-HZ-H-H-H S-HZ-H-H-H P-S-D-H-H-H-S-H H H-SG
2196,怀,D D S H-P-S-D
2197,彧,H S HZ H T XG P P P D
2198,姜,D-P-H-H-S-H PD-P-H
2199,言,D H H H S-HZ-H
2200,捍,H-SG-T S-HZ-H-H H H-S
2201,巾,S-HZG-S
2202,祺,D-HP-S-D H-S-S-H-H-H P-D
2203,袜,D-HP-S-P-D H-H-S-P-N
2204,函,HP SG D T P N SZ S
2205,淑,D D T S-H-H SG P D HP-N
2206,宠,D-D-HG H-SP-P-SWG D
2207,鹿,D-H-SP-HZ-S-S-H H-ST P-SWG
2208,玺,P-HG SG P D H-H-S-H D
2209,璐,H H-S-H S-HZ-H S-H-S-T P-HP-N S-HZ-H
2210,亦,D-H-SP-SG-P-D
2211,状,S D T H-SP-N D
2212,矫,P-H-H-SP-N SP H-SP-N SP S
2213,彻,P P-S H-SWG HZG-SP
2214,锚,P-H-H-H-ST H-S-S S-HZ-H-S-H
2215,忆,D D S HXWG
2216,占,S-H S-HZ-H
2217,翡,S-H-H-H S-H-H-H HZG D T HZG D T
2218,腐,D H P P S H SG D S HZG P D P D
2219,養,D P H H-S-H P-N-D-HZ-H-H-ST-P-D
2220,尹,HZ H H P
2221,糕,D P H-S-P-N D-P-H-H-S-H D D D D
2222,呢,S-HZ-H HZ-H-SP P-SWG
2223,扑,H-SG-T S D
2224,倍,P-S D H D P H S-HZ-H
2225,湃,D D T P-H-H-P H H-H-H-S
2226,廷,P H-S-H HZZP-N
2227,眙,S-HZ-H-H-H PZ-D S-HZ-H
2228,蟑,S-HZ-H-S-T-D D H D P H S-HZ-H-H H-S
2229,藩,H-S-S D D T P D P H-S-P-N S-HZ-H-S-H
2230,岚,S-SZ-S SP HZWG P-N
2231,较,H-SZ-H-S D-H-P-D P-N
2232,扩,H-SG-T D-H-SP
2233,俏,P-S S-D-P S-HZG-H-H
2234,楠,H-S-P-D H-S S-HZG D P H H-S
2235,進,P-S-D-H-H-H-S-H D HZ-TN
2236,钓,P-H-H-H-ST P-HZG D
2237,袁,H S H S HZ H P ST P N
2238,敖,H H S H HZG P P H P N
2239,舜,P D D P D-HG P-HP-D H-SZ-S
2240,報,H-S-H D P H H-S HZG-S HP-N
2241,郭,D H S-HZ-H HG-SG-H HPWG-S
2242,么,P PZ-D
2243,萃,H-S-S D H SP-N SP-N H-S
2244,爪,P-SP-S-N
2245,炉,D-P-SP-D D HZ-H-SP
2246,漕,D D T H S HZ H S S H S HZ H H
2247,禅,D-HP-S-D D P S-HZ-H-H-H-S
2248,朵,SP HZWG H-S-P-N
2249,鳥,P-S-HZ-H-H-H-HZG D D D D
2250,晓,S HZ H H H P XG H P SWG
2251,祈,D-HP-S-D P-SP-H-S
2252,担,H-SG-T S-HZ-H-H H
2253,迷,D P H-S-P-N D HZ-TN
2254,種,P-H-S-P-D P-H-S-HZ-H-H-H-S-H
2255,珀,H H-S-H P-S-HZ-H-H
2256,蛛,S HZ H S T D P H H S P N
2257,猎,P-WG-P H-S-S-H S-HZ-H-H
2258,陡,HPWG-S H-S-H S-H-P-N
2259,允,PZ-D SP-SWG
2260,術,P P-S H-S-P-N D H H-SG
2261,枝,H-S-P-D H-S HP-N
2262,爲,P D D P SP-HG-HG-HZG D D D D
2263,盏,H-H-XG-P-D S-HZ-S-S-H
2264,闽,S-D-HZG S-HZ-H-S-T-D
2265,幢,S-HZG-S D H D P H S-HZ-H-H-H-S-H
2266,犬,H-SP-N D
2267,晾,S-HZ-H-H D-H S-HZ-H-SG-P-D
2268,谦,D HZT D-P-H HZ-H-H-S-S-P-N
2269,锡,P-H-H-H-ST S-HZ-H-H P-HZG-P-P
2270,馄,P-HG ST S-HZ-H-H H-ST P-SWG
2271,會,P-N H S-HZ-S-D-P-H S-HZ-H-H
2272,镀,P-H-H-H-ST D-H-SP H-S-S-H HP-N
2273,漏,D D T HZ-H-SP H-S-HZG-S-D-D-D-D
2274,逻,S-HZ-S-S-H P-HP-D D HZ-TN
2275,甩,P HZG H H SWG
2276,璟,H H-S-H S-HZ-H-H D-H S-HZ-H-SG-P-D
2277,劵,D P H-H-P-N HZG-SP
2278,扶,H-SG-T H-H-SP-N
2279,汕,D D T S-SZ-S
2280,芦,H-S-S D HZ-H-SP
2281,钞,P-H-H-H-ST SG P D P
2282,廈,D-H-SP H P-S-HZ-H-H-H P-HP-N
2283,冈,S-HZG P-N
2284,瑶,H H-S-H P D D P P-H-H-S-SZ-S
2285,镗,P-H-H-H-ST S-D-P D-HG S-HZ-H H-S-H
2286,逢,P-HP-N H-H-H-S D HZ-TN
2287,吨,S-HZ-H H-SZ-S-SWG
2288,怠,PZ-D S-HZ-H D BXG D D
2289,兽,D P S-HZ-H-S-H H S-HZ-H
2290,騏,H-S-H-H-S-HZG D D D D H-S-S-H-H-H P-D
2291,循,P P-S P-SP H-S S-HZ-H-H-H
2292,袖,D-HP-S-P-D S-HZ-H-S-H
2293,靓,H-H-S-H SP-HZG-H-H S-HZ SP SWG
2294,熊,PZ-D S-HZG-H-H P-SWG P-SWG D D D D
2295,罕,D-HG P TN H H-S
2296,繁,P-H SZ-HZG-D-D-H P-H-P-N PZ-PZ-D SG P D
2297,踏,S-HZ-H S-H-S-T SG-HP-P-N S-HZ-H-H
2298,傻,P S P S HZ P D H P D P HP N
2299,辖,H-SZ-H-S D-D-HG H-H-H-S S-HZ-H
